,Unnamed: 0,Unnamed: 0.1,age,monthly_income,sex,education,product,quality,purchased
18986,6986,6986,76,24,1,1,2,0,0
18987,6987,6987,75,29,1,1,2,0,0
18988,6988,6988,62,27,1,1,2,0,0
18989,6989,6989,67,32,0,1,2,0,0
18990,6990,6990,76,22,1,1,2,0,0
18991,6991,6991,54,26,1,1,2,0,0
18992,6992,6992,55,33,1,1,2,0,0
18993,6993,6993,80,34,0,1,2,0,0
18994,6994,6994,80,31,1,1,2,0,0
18995,6995,6995,71,29,1,1,2,0,0
18996,6996,6996,74,34,1,1,2,0,0
18997,6997,6997,62,40,1,1,2,0,0
18998,6998,6998,62,26,1,1,2,0,0
18999,6999,6999,55,30,1,1,2,0,0
19000,7000,7000,72,25,1,1,2,0,0
19001,7001,7001,57,28,1,1,2,0,0
19002,7002,7002,56,37,1,1,2,0,0
19003,7003,7003,75,36,1,1,2,0,0
19004,7004,7004,68,26,1,1,2,0,0
19005,7005,7005,56,36,1,1,2,0,0
19006,7006,7006,80,33,1,1,2,0,0
19007,7007,7007,78,33,1,1,2,0,0
19008,7008,7008,57,38,1,1,2,0,0
19009,7009,7009,76,20,1,1,2,0,0
19010,7010,7010,72,22,1,1,2,0,0
19011,7011,7011,55,22,1,1,2,0,0
19012,7012,7012,61,35,0,1,2,0,0
19013,7013,7013,76,39,0,1,2,0,0
19014,7014,7014,56,21,1,1,2,0,0
19015,7015,7015,72,40,1,1,2,0,0
19016,7016,7016,57,22,1,1,2,0,0
19017,7017,7017,51,23,1,1,2,0,0
19018,7018,7018,77,35,1,1,2,0,0
19019,7019,7019,72,36,1,1,2,0,0
19020,7020,7020,65,29,1,1,2,0,0
19021,7021,7021,55,36,1,1,2,0,0
19022,7022,7022,71,33,1,1,2,0,0
19023,7023,7023,56,28,0,1,2,0,0
19024,7024,7024,75,23,1,1,2,0,0
19025,7025,7025,78,33,1,1,2,0,0
19026,7026,7026,75,30,1,1,2,0,0
19027,7027,7027,65,38,1,1,2,0,0
19028,7028,7028,76,39,1,1,2,0,0
19029,7029,7029,74,34,1,1,2,0,0
19030,7030,7030,68,28,1,1,2,0,0
19031,7031,7031,80,36,1,1,2,0,0
19032,7032,7032,79,23,0,1,2,0,0
19033,7033,7033,71,25,1,1,2,0,0
19034,7034,7034,76,23,1,1,2,0,0
19035,7035,7035,71,28,1,1,2,0,0
19036,7036,7036,69,36,1,1,2,0,0
19037,7037,7037,67,24,1,1,2,0,0
19038,7038,7038,73,36,1,1,2,0,0
19039,7039,7039,59,29,0,1,2,0,0
19040,7040,7040,63,40,1,1,2,0,0
19041,7041,7041,60,37,1,1,2,0,0
19042,7042,7042,62,35,1,1,2,0,0
19043,7043,7043,66,23,1,1,2,0,0
19044,7044,7044,70,37,1,1,2,0,0
19045,7045,7045,65,30,1,1,2,0,0
19046,7046,7046,80,40,1,1,2,0,0
19047,7047,7047,64,31,1,1,2,0,0
19048,7048,7048,51,24,1,1,2,0,0
19049,7049,7049,75,37,1,1,2,0,0
19050,7050,7050,76,34,1,1,2,0,0
19051,7051,7051,77,30,1,1,2,0,0
19052,7052,7052,76,32,1,1,2,0,0
19053,7053,7053,55,22,1,1,2,0,0
19054,7054,7054,58,24,1,1,2,0,0
19055,7055,7055,55,28,1,1,2,0,0
19056,7056,7056,76,31,1,1,2,0,0
19057,7057,7057,56,22,0,1,2,0,0
19058,7058,7058,55,29,1,1,2,0,0
19059,7059,7059,65,40,1,1,2,0,0
19060,7060,7060,54,20,1,1,2,0,0
19061,7061,7061,55,27,1,1,2,0,0
19062,7062,7062,80,37,1,1,2,0,0
19063,7063,7063,62,26,1,1,2,0,0
19064,7064,7064,60,38,1,1,2,0,0
19065,7065,7065,57,29,1,1,2,0,0
19066,7066,7066,55,27,1,1,2,0,0
19067,7067,7067,79,30,1,1,2,0,0
19068,7068,7068,59,27,1,1,2,0,0
19069,7069,7069,71,27,1,1,2,0,0
19070,7070,7070,77,35,1,1,2,0,0
19071,7071,7071,63,20,1,1,2,0,0
19072,7072,7072,56,35,0,1,2,0,0
19073,7073,7073,69,28,1,1,2,0,0
19074,7074,7074,73,25,1,1,2,0,0
19075,7075,7075,70,24,1,1,2,0,0
19076,7076,7076,51,40,1,1,2,0,0
19077,7077,7077,77,33,1,1,2,0,0
19078,7078,7078,72,36,1,1,2,0,0
19079,7079,7079,74,24,1,1,2,0,0
19080,7080,7080,59,20,1,1,2,0,0
19081,7081,7081,80,39,1,1,2,0,0
19082,7082,7082,59,40,1,1,2,0,0
19083,7083,7083,63,34,0,1,2,0,0
19084,7084,7084,66,30,1,1,2,0,0
19085,7085,7085,71,32,0,1,2,0,0
19086,7086,7086,55,31,1,1,2,0,0
19087,7087,7087,61,23,1,1,2,0,0
19088,7088,7088,79,32,1,1,2,0,0
19089,7089,7089,56,36,1,1,2,0,0
19090,7090,7090,67,35,1,1,2,0,0
19091,7091,7091,75,34,1,1,2,0,0
19092,7092,7092,78,24,1,1,2,0,0
19093,7093,7093,71,29,1,1,2,0,0
19094,7094,7094,76,24,1,1,2,0,0
19095,7095,7095,72,40,0,1,2,0,0
19096,7096,7096,66,37,1,1,2,0,0
19097,7097,7097,55,25,1,1,2,0,0
19098,7098,7098,55,33,1,1,2,0,0
19099,7099,7099,80,25,1,1,2,0,0
19100,7100,7100,73,25,1,1,2,0,0
19101,7101,7101,53,37,1,1,2,0,0
19102,7102,7102,76,29,1,1,2,0,0
19103,7103,7103,74,23,1,1,2,0,0
19104,7104,7104,50,38,1,1,2,0,0
19105,7105,7105,65,31,1,1,2,0,0
19106,7106,7106,64,21,1,1,2,0,0
19107,7107,7107,77,24,1,1,2,0,0
19108,7108,7108,61,39,0,1,2,0,0
19109,7109,7109,66,26,1,1,2,0,0
19110,7110,7110,50,33,1,1,2,0,0
19111,7111,7111,50,39,1,1,2,0,0
19112,7112,7112,54,38,0,1,2,0,0
19113,7113,7113,58,40,1,1,2,0,0
19114,7114,7114,78,35,1,1,2,0,0
19115,7115,7115,64,33,1,1,2,0,0
19116,7116,7116,50,36,1,1,2,0,0
19117,7117,7117,58,31,1,1,2,0,0
19118,7118,7118,53,36,0,1,2,0,0
19119,7119,7119,58,32,0,1,2,0,0
19120,7120,7120,52,29,1,1,2,0,0
19121,7121,7121,60,23,1,1,2,0,0
19122,7122,7122,77,26,1,1,2,0,0
19123,7123,7123,67,37,1,1,2,0,0
19124,7124,7124,80,30,1,1,2,0,0
19125,7125,7125,70,25,1,1,2,0,0
19126,7126,7126,80,26,1,1,2,0,0
19127,7127,7127,75,32,0,1,2,0,0
19128,7128,7128,50,31,1,1,2,0,0
19129,7129,7129,72,31,1,1,2,0,0
19130,7130,7130,79,29,1,1,2,0,0
19131,7131,7131,74,27,1,1,2,0,0
19132,7132,7132,51,40,1,1,2,0,0
19133,7133,7133,59,35,1,1,2,0,0
19134,7134,7134,72,35,1,1,2,0,0
19135,7135,7135,76,30,1,1,2,0,0
19136,7136,7136,59,22,1,1,2,0,0
19137,7137,7137,73,33,1,1,2,0,0
19138,7138,7138,80,20,1,1,2,0,0
19139,7139,7139,58,29,1,1,2,0,0
19140,7140,7140,79,26,1,1,2,0,0
19141,7141,7141,77,29,1,1,2,0,0
19142,7142,7142,77,40,1,1,2,0,0
19143,7143,7143,62,35,0,1,2,0,0
19144,7144,7144,60,33,1,1,2,0,0
19145,7145,7145,56,32,1,1,2,0,0
19146,7146,7146,77,37,1,1,2,0,0
19147,7147,7147,52,21,1,1,2,0,0
19148,7148,7148,77,35,1,1,2,0,0
19149,7149,7149,52,38,0,1,2,0,0
19150,7150,7150,76,28,1,1,2,0,0
19151,7151,7151,80,33,1,1,2,0,0
19152,7152,7152,76,40,1,1,2,0,0
19153,7153,7153,52,20,1,1,2,0,0
19154,7154,7154,52,35,1,1,2,0,0
19155,7155,7155,78,29,1,1,2,0,0
19156,7156,7156,54,33,1,1,2,0,0
19157,7157,7157,54,24,1,1,2,0,0
19158,7158,7158,75,38,1,1,2,0,0
19159,7159,7159,52,20,1,1,2,0,0
19160,7160,7160,65,35,1,1,2,0,0
19161,7161,7161,66,24,1,1,2,0,0
19162,7162,7162,60,38,1,1,2,0,0
19163,7163,7163,61,27,0,1,2,0,0
19164,7164,7164,63,23,0,1,2,0,0
19165,7165,7165,50,36,1,1,2,0,0
19166,7166,7166,67,39,1,1,2,0,0
19167,7167,7167,60,35,1,1,2,0,0
19168,7168,7168,60,32,1,1,2,0,0
19169,7169,7169,60,40,1,1,2,0,0
19170,7170,7170,69,30,1,1,2,0,0
19171,7171,7171,79,32,1,1,2,0,0
19172,7172,7172,54,40,0,1,2,0,0
19173,7173,7173,54,24,1,1,2,0,0
19174,7174,7174,62,27,1,1,2,0,0
19175,7175,7175,65,25,1,1,2,0,0
19176,7176,7176,57,40,1,1,2,0,0
19177,7177,7177,68,20,1,1,2,0,0
19178,7178,7178,65,36,1,1,2,0,0
19179,7179,7179,71,38,1,1,2,0,0
19180,7180,7180,55,39,1,1,2,0,0
19181,7181,7181,65,40,1,1,2,0,0
19182,7182,7182,70,31,1,1,2,0,0
19183,7183,7183,52,30,1,1,2,0,0
19184,7184,7184,71,23,1,1,2,0,0
19185,7185,7185,80,29,1,1,2,0,0
19186,7186,7186,64,33,1,1,2,0,0
19187,7187,7187,71,40,1,1,2,0,0
19188,7188,7188,74,25,1,1,2,0,0
19189,7189,7189,79,34,1,1,2,0,0
19190,7190,7190,71,32,1,1,2,0,0
19191,7191,7191,52,33,1,1,2,0,0
19192,7192,7192,73,24,1,1,2,0,0
19193,7193,7193,76,23,1,1,2,0,0
19194,7194,7194,61,31,1,1,2,0,0
19195,7195,7195,62,22,1,1,2,0,0
19196,7196,7196,68,27,1,1,2,0,0
19197,7197,7197,72,33,0,1,2,0,0
19198,7198,7198,65,25,0,1,2,0,0
19199,7199,7199,60,34,1,1,2,0,0
19200,7200,7200,64,26,1,1,2,0,0
19201,7201,7201,53,30,1,1,2,0,0
19202,7202,7202,69,35,1,1,2,0,0
19203,7203,7203,66,23,1,1,2,0,0
19204,7204,7204,55,21,1,1,2,0,0
19205,7205,7205,63,28,1,1,2,0,0
19206,7206,7206,73,40,1,1,2,0,0
19207,7207,7207,59,21,1,1,2,0,0
19208,7208,7208,68,38,1,1,2,0,0
19209,7209,7209,56,21,1,1,2,0,0
19210,7210,7210,65,40,1,1,2,0,0
19211,7211,7211,59,20,1,1,2,0,0
19212,7212,7212,60,28,1,1,2,0,0
19213,7213,7213,50,30,1,1,2,0,0
19214,7214,7214,77,21,1,1,2,0,0
19215,7215,7215,74,22,1,1,2,0,0
19216,7216,7216,61,30,1,1,2,0,0
19217,7217,7217,58,30,1,1,2,0,0
19218,7218,7218,55,32,1,1,2,0,0
19219,7219,7219,57,29,1,1,2,0,0
19220,7220,7220,80,33,1,1,2,0,0
19221,7221,7221,68,33,1,1,2,0,0
19222,7222,7222,57,40,1,1,2,0,0
19223,7223,7223,71,36,1,1,2,0,0
19224,7224,7224,53,34,1,1,2,0,0
19225,7225,7225,66,36,1,1,2,0,0
19226,7226,7226,52,38,0,1,2,0,0
19227,7227,7227,53,39,1,1,2,0,0
19228,7228,7228,72,25,1,1,2,0,0
19229,7229,7229,65,33,1,1,2,0,0
19230,7230,7230,66,30,0,1,2,0,0
19231,7231,7231,79,24,1,1,2,0,0
19232,7232,7232,59,33,1,1,2,0,0
19233,7233,7233,54,21,1,1,2,0,0
19234,7234,7234,65,29,1,1,2,0,0
19235,7235,7235,76,20,1,1,2,0,0
19236,7236,7236,69,35,1,1,2,0,0
19237,7237,7237,52,20,1,1,2,0,0
19238,7238,7238,77,36,0,1,2,0,0
19239,7239,7239,62,34,1,1,2,0,0
19240,7240,7240,54,40,1,1,2,0,0
19241,7241,7241,69,34,1,1,2,0,0
19242,7242,7242,69,31,0,1,2,0,0
19243,7243,7243,59,30,1,1,2,0,0
19244,7244,7244,73,27,1,1,2,0,0
19245,7245,7245,59,25,1,1,2,0,0
19246,7246,7246,64,26,1,1,2,0,0
19247,7247,7247,56,33,1,1,2,0,0
19248,7248,7248,66,29,1,1,2,0,0
19249,7249,7249,80,37,1,1,2,0,0
19250,7250,7250,64,39,1,1,2,0,0
19251,7251,7251,58,37,1,1,2,0,0
19252,7252,7252,71,35,1,1,2,0,0
19253,7253,7253,59,25,1,1,2,0,0
19254,7254,7254,50,25,1,1,2,0,0
19255,7255,7255,53,23,1,1,2,0,0
19256,7256,7256,58,24,1,1,2,0,0
19257,7257,7257,68,22,1,1,2,0,0
19258,7258,7258,63,34,1,1,2,0,0
19259,7259,7259,62,39,1,1,2,0,0
19260,7260,7260,54,32,1,1,2,0,0
19261,7261,7261,72,24,1,1,2,0,0
19262,7262,7262,74,22,1,1,2,0,0
19263,7263,7263,69,22,1,1,2,0,0
19264,7264,7264,77,22,1,1,2,0,0
19265,7265,7265,78,27,0,1,2,0,0
19266,7266,7266,73,31,1,1,2,0,0
19267,7267,7267,80,30,0,1,2,0,0
19268,7268,7268,57,30,1,1,2,0,0
19269,7269,7269,55,33,1,1,2,0,0
19270,7270,7270,55,24,1,1,2,0,0
19271,7271,7271,62,32,1,1,2,0,0
19272,7272,7272,70,20,1,1,2,0,0
19273,7273,7273,70,30,1,1,2,0,0
19274,7274,7274,74,32,0,1,2,0,0
19275,7275,7275,75,40,1,1,2,0,0
19276,7276,7276,53,27,1,1,2,0,0
19277,7277,7277,68,27,1,1,2,0,0
19278,7278,7278,78,36,1,1,2,0,0
19279,7279,7279,57,22,1,1,2,0,0
19280,7280,7280,56,24,1,1,2,0,0
19281,7281,7281,68,28,1,1,2,0,0
19282,7282,7282,52,39,1,1,2,0,0
19283,7283,7283,78,27,0,1,2,0,0
19284,7284,7284,77,21,1,1,2,0,0
19285,7285,7285,71,23,1,1,2,0,0
19286,7286,7286,59,23,1,1,2,0,0
19287,7287,7287,61,34,1,1,2,0,0
19288,7288,7288,63,34,1,1,2,0,0
19289,7289,7289,70,21,1,1,2,0,0
19290,7290,7290,77,32,1,1,2,0,0
19291,7291,7291,63,35,1,1,2,0,0
19292,7292,7292,58,22,0,1,2,0,0
19293,7293,7293,56,36,1,1,2,0,0
19294,7294,7294,58,25,1,1,2,0,0
19295,7295,7295,79,26,1,1,2,0,0
19296,7296,7296,71,30,1,1,2,0,0
19297,7297,7297,78,20,1,1,2,0,0
19298,7298,7298,68,32,1,1,2,0,0
19299,7299,7299,58,21,1,1,2,0,0
19300,7300,7300,77,28,0,1,2,0,0
19301,7301,7301,79,34,1,1,2,0,0
19302,7302,7302,55,24,1,1,2,0,0
19303,7303,7303,74,20,1,1,2,0,0
19304,7304,7304,62,36,1,1,2,0,0
19305,7305,7305,79,27,1,1,2,0,0
19306,7306,7306,52,21,1,1,2,0,0
19307,7307,7307,80,22,1,1,2,0,0
19308,7308,7308,80,21,1,1,2,0,0
19309,7309,7309,51,22,1,1,2,0,0
19310,7310,7310,75,30,1,1,2,0,0
19311,7311,7311,67,20,1,1,2,0,0
19312,7312,7312,70,37,1,1,2,0,0
19313,7313,7313,76,38,1,1,2,0,0
19314,7314,7314,66,21,1,1,2,0,0
19315,7315,7315,80,23,1,1,2,0,0
19316,7316,7316,63,39,1,1,2,0,0
19317,7317,7317,55,35,0,1,2,0,0
19318,7318,7318,70,33,1,1,2,0,0
19319,7319,7319,70,39,1,1,2,0,0
19320,7320,7320,60,33,1,1,2,0,0
19321,7321,7321,72,32,1,1,2,0,0
19322,7322,7322,53,38,0,1,2,0,0
19323,7323,7323,73,38,1,1,2,0,0
19324,7324,7324,80,27,1,1,2,0,0
19325,7325,7325,66,28,1,1,2,0,0
19326,7326,7326,80,32,1,1,2,0,0
19327,7327,7327,66,29,1,1,2,0,0
19328,7328,7328,51,33,0,1,2,0,0
19329,7329,7329,50,40,1,1,2,0,0
19330,7330,7330,71,28,1,1,2,0,0
19331,7331,7331,70,40,1,1,2,0,0
19332,7332,7332,63,40,1,1,2,0,0
19333,7333,7333,62,39,1,1,2,0,0
19334,7334,7334,50,25,1,1,2,0,0
19335,7335,7335,53,31,1,1,2,0,0
19336,7336,7336,74,29,1,1,2,0,0
19337,7337,7337,62,28,1,1,2,0,0
19338,7338,7338,54,37,0,1,2,0,0
19339,7339,7339,51,30,0,1,2,0,0
19340,7340,7340,71,26,0,1,2,0,0
19341,7341,7341,69,33,1,1,2,0,0
19342,7342,7342,79,21,1,1,2,0,0
19343,7343,7343,79,29,1,1,2,0,0
19344,7344,7344,54,28,1,1,2,0,0
19345,7345,7345,62,32,1,1,2,0,0
19346,7346,7346,69,33,1,1,2,0,0
19347,7347,7347,54,31,1,1,2,0,0
19348,7348,7348,76,23,1,1,2,0,0
19349,7349,7349,74,24,1,1,2,0,0
19350,7350,7350,54,25,1,1,2,0,0
19351,7351,7351,53,23,1,1,2,0,0
19352,7352,7352,50,20,1,1,2,0,0
19353,7353,7353,59,38,1,1,2,0,0
19354,7354,7354,74,23,1,1,2,0,0
19355,7355,7355,53,30,1,1,2,0,0
19356,7356,7356,73,28,1,1,2,0,0
19357,7357,7357,62,25,1,1,2,0,0
19358,7358,7358,76,35,1,1,2,0,0
19359,7359,7359,76,23,1,1,2,0,0
19360,7360,7360,64,35,1,1,2,0,0
19361,7361,7361,62,22,1,1,2,0,0
19362,7362,7362,51,36,1,1,2,0,0
19363,7363,7363,77,23,1,1,2,0,0
19364,7364,7364,73,38,1,1,2,0,0
19365,7365,7365,56,39,1,1,2,0,0
19366,7366,7366,61,33,1,1,2,0,0
19367,7367,7367,65,20,0,1,2,0,0
19368,7368,7368,74,23,1,1,2,0,0
19369,7369,7369,72,33,1,1,2,0,0
19370,7370,7370,64,25,1,1,2,0,0
19371,7371,7371,71,24,1,1,2,0,0
19372,7372,7372,51,32,1,1,2,0,0
19373,7373,7373,56,27,1,1,2,0,0
19374,7374,7374,77,26,1,1,2,0,0
19375,7375,7375,69,21,1,1,2,0,0
19376,7376,7376,54,31,1,1,2,0,0
19377,7377,7377,56,26,1,1,2,0,0
19378,7378,7378,56,34,1,1,2,0,0
19379,7379,7379,76,37,1,1,2,0,0
19380,7380,7380,61,28,1,1,2,0,0
19381,7381,7381,80,24,1,1,2,0,0
19382,7382,7382,50,28,1,1,2,0,0
19383,7383,7383,70,23,1,1,2,0,0
19384,7384,7384,77,39,1,1,2,0,0
19385,7385,7385,67,21,1,1,2,0,0
19386,7386,7386,78,40,1,1,2,0,0
19387,7387,7387,70,34,1,1,2,0,0
19388,7388,7388,64,30,1,1,2,0,0
19389,7389,7389,77,27,1,1,2,0,0
19390,7390,7390,51,21,1,1,2,0,0
19391,7391,7391,56,32,1,1,2,0,0
19392,7392,7392,80,33,1,1,2,0,0
19393,7393,7393,71,40,1,1,2,0,0
19394,7394,7394,64,40,1,1,2,0,0
19395,7395,7395,72,30,0,1,2,0,0
19396,7396,7396,63,23,1,1,2,0,0
19397,7397,7397,73,27,1,1,2,0,0
19398,7398,7398,79,27,0,1,2,0,0
19399,7399,7399,71,32,1,1,2,0,0
19400,7400,7400,50,29,0,1,2,0,0
19401,7401,7401,72,40,1,1,2,0,0
19402,7402,7402,50,32,1,1,2,0,0
19403,7403,7403,52,26,0,1,2,0,0
19404,7404,7404,57,40,1,1,2,0,0
19405,7405,7405,67,27,1,1,2,0,0
19406,7406,7406,61,38,1,1,2,0,0
19407,7407,7407,75,24,1,1,2,0,0
19408,7408,7408,69,25,1,1,2,0,0
19409,7409,7409,58,28,1,1,2,0,0
19410,7410,7410,51,35,1,1,2,0,0
19411,7411,7411,51,34,1,1,2,0,0
19412,7412,7412,55,24,1,1,2,0,0
19413,7413,7413,74,38,1,1,2,0,0
19414,7414,7414,75,40,1,1,2,0,0
19415,7415,7415,63,23,1,1,2,0,0
19416,7416,7416,62,39,1,1,2,0,0
19417,7417,7417,65,33,0,1,2,0,0
19418,7418,7418,66,35,1,1,2,0,0
19419,7419,7419,73,24,1,1,2,0,0
19420,7420,7420,77,23,1,1,2,0,0
19421,7421,7421,75,29,1,1,2,0,0
19422,7422,7422,51,34,1,1,2,0,0
19423,7423,7423,69,24,1,1,2,0,0
19424,7424,7424,75,40,1,1,2,0,0
19425,7425,7425,50,37,1,1,2,0,0
19426,7426,7426,71,27,1,1,2,0,0
19427,7427,7427,79,35,1,1,2,0,0
19428,7428,7428,53,34,1,1,2,0,0
19429,7429,7429,60,40,1,1,2,0,0
19430,7430,7430,67,20,0,1,2,0,0
19431,7431,7431,75,40,1,1,2,0,0
19432,7432,7432,53,40,1,1,2,0,0
19433,7433,7433,79,30,1,1,2,0,0
19434,7434,7434,69,38,1,1,2,0,0
19435,7435,7435,65,27,1,1,2,0,0
19436,7436,7436,61,25,1,1,2,0,0
19437,7437,7437,67,32,1,1,2,0,0
19438,7438,7438,55,24,1,1,2,0,0
19439,7439,7439,74,31,1,1,2,0,0
19440,7440,7440,68,23,1,1,2,0,0
19441,7441,7441,71,31,1,1,2,0,0
19442,7442,7442,60,22,1,1,2,0,0
19443,7443,7443,65,22,0,1,2,0,0
19444,7444,7444,50,28,1,1,2,0,0
19445,7445,7445,56,28,0,1,2,0,0
19446,7446,7446,61,33,1,1,2,0,0
19447,7447,7447,53,33,1,1,2,0,0
19448,7448,7448,72,39,1,1,2,0,0
19449,7449,7449,63,34,1,1,2,0,0
19450,7450,7450,79,37,1,1,2,0,0
19451,7451,7451,76,20,1,1,2,0,0
19452,7452,7452,51,30,1,1,2,0,0
19453,7453,7453,72,20,1,1,2,0,0
19454,7454,7454,63,36,1,1,2,0,0
19455,7455,7455,64,37,1,1,2,0,0
19456,7456,7456,62,25,1,1,2,0,0
19457,7457,7457,51,38,1,1,2,0,0
19458,7458,7458,60,20,1,1,2,0,0
19459,7459,7459,60,33,1,1,2,0,0
19460,7460,7460,58,28,1,1,2,0,0
19461,7461,7461,62,29,1,1,2,0,0
19462,7462,7462,61,35,1,1,2,0,0
19463,7463,7463,66,39,0,1,2,0,0
19464,7464,7464,70,29,1,1,2,0,0
19465,7465,7465,61,27,1,1,2,0,0
19466,7466,7466,61,29,0,1,2,0,0
19467,7467,7467,62,37,1,1,2,0,0
19468,7468,7468,65,29,1,1,2,0,0
19469,7469,7469,59,27,0,1,2,0,0
19470,7470,7470,59,22,0,1,2,0,0
19471,7471,7471,60,31,0,1,2,0,0
19472,7472,7472,69,21,1,1,2,0,0
19473,7473,7473,78,27,1,1,2,0,0
19474,7474,7474,80,20,1,1,2,0,0
19475,7475,7475,79,20,1,1,2,0,0
19476,7476,7476,64,25,1,1,2,0,0
19477,7477,7477,50,29,0,1,2,0,0
19478,7478,7478,72,32,1,1,2,0,0
19479,7479,7479,52,39,1,1,2,0,0
19480,7480,7480,68,34,0,1,2,0,0
19481,7481,7481,75,39,1,1,2,0,0
19482,7482,7482,65,37,1,1,2,0,0
19483,7483,7483,56,21,1,1,2,0,0
19484,7484,7484,59,23,1,1,2,0,0
19485,7485,7485,73,32,0,1,2,0,0
19486,7486,7486,63,38,1,1,2,0,0
19487,7487,7487,75,25,1,1,2,0,0
19488,7488,7488,67,20,1,1,2,0,0
19489,7489,7489,80,28,1,1,2,0,0
19490,7490,7490,73,33,1,1,2,0,0
19491,7491,7491,60,27,1,1,2,0,0
19492,7492,7492,54,25,1,1,2,0,0
19493,7493,7493,68,24,1,1,2,0,0
19494,7494,7494,64,37,1,1,2,0,0
19495,7495,7495,59,34,1,1,2,0,0
19496,7496,7496,79,39,1,1,2,0,0
19497,7497,7497,66,39,1,1,2,0,0
19498,7498,7498,76,28,1,1,2,0,0
19499,7499,7499,72,26,1,1,2,0,0
19500,7500,7500,53,33,1,1,2,0,0
19501,7501,7501,80,23,1,1,2,0,0
19502,7502,7502,74,31,1,1,2,0,0
19503,7503,7503,71,36,1,1,2,0,0
19504,7504,7504,58,25,1,1,2,0,0
19505,7505,7505,60,29,1,1,2,0,0
19506,7506,7506,69,36,0,1,2,0,0
19507,7507,7507,71,22,0,1,2,0,0
19508,7508,7508,76,36,1,1,2,0,0
19509,7509,7509,53,26,1,1,2,0,0
19510,7510,7510,75,33,1,1,2,0,0
19511,7511,7511,60,35,1,1,2,0,0
19512,7512,7512,70,34,1,1,2,0,0
19513,7513,7513,63,20,1,1,2,0,0
19514,7514,7514,78,36,1,1,2,0,0
19515,7515,7515,59,37,1,1,2,0,0
19516,7516,7516,74,37,1,1,2,0,0
19517,7517,7517,64,37,1,1,2,0,0
19518,7518,7518,64,22,1,1,2,0,0
19519,7519,7519,55,36,1,1,2,0,0
19520,7520,7520,65,28,1,1,2,0,0
19521,7521,7521,75,32,1,1,2,0,0
19522,7522,7522,55,29,1,1,2,0,0
19523,7523,7523,79,32,1,1,2,0,0
19524,7524,7524,51,24,1,1,2,0,0
19525,7525,7525,62,37,0,1,2,0,0
19526,7526,7526,67,32,1,1,2,0,0
19527,7527,7527,59,24,1,1,2,0,0
19528,7528,7528,59,30,1,1,2,0,0
19529,7529,7529,60,40,1,1,2,0,0
19530,7530,7530,64,38,1,1,2,0,0
19531,7531,7531,68,24,1,1,2,0,0
19532,7532,7532,77,36,1,1,2,0,0
19533,7533,7533,66,29,1,1,2,0,0
19534,7534,7534,77,33,1,1,2,0,0
19535,7535,7535,50,31,1,1,2,0,0
19536,7536,7536,54,32,1,1,2,0,0
19537,7537,7537,57,32,0,1,2,0,0
19538,7538,7538,63,28,1,1,2,0,0
19539,7539,7539,73,22,1,1,2,0,0
19540,7540,7540,68,39,1,1,2,0,0
19541,7541,7541,78,23,1,1,2,0,0
19542,7542,7542,75,28,1,1,2,0,0
19543,7543,7543,57,38,1,1,2,0,0
19544,7544,7544,61,23,1,1,2,0,0
19545,7545,7545,53,34,1,1,2,0,0
19546,7546,7546,73,35,0,1,2,0,0
19547,7547,7547,60,35,1,1,2,0,0
19548,7548,7548,64,36,0,1,2,0,0
19549,7549,7549,71,37,1,1,2,0,0
19550,7550,7550,50,34,1,1,2,0,0
19551,7551,7551,61,34,1,1,2,0,0
19552,7552,7552,64,26,1,1,2,0,0
19553,7553,7553,80,35,1,1,2,0,0
19554,7554,7554,56,39,1,1,2,0,0
19555,7555,7555,56,31,1,1,2,0,0
19556,7556,7556,62,34,1,1,2,0,0
19557,7557,7557,68,36,1,1,2,0,0
19558,7558,7558,58,22,1,1,2,0,0
19559,7559,7559,59,31,1,1,2,0,0
19560,7560,7560,72,32,1,1,2,0,0
19561,7561,7561,64,22,1,1,2,0,0
19562,7562,7562,71,33,0,1,2,0,0
19563,7563,7563,77,32,1,1,2,0,0
19564,7564,7564,62,22,1,1,2,0,0
19565,7565,7565,66,34,1,1,2,0,0
19566,7566,7566,50,31,1,1,2,0,0
19567,7567,7567,75,38,0,1,2,0,0
19568,7568,7568,53,21,1,1,2,0,0
19569,7569,7569,58,25,1,1,2,0,0
19570,7570,7570,79,36,1,1,2,0,0
19571,7571,7571,71,28,1,1,2,0,0
19572,7572,7572,73,21,1,1,2,0,0
19573,7573,7573,69,24,1,1,2,0,0
19574,7574,7574,70,35,0,1,2,0,0
19575,7575,7575,62,34,1,1,2,0,0
19576,7576,7576,68,34,1,1,2,0,0
19577,7577,7577,77,39,1,1,2,0,0
19578,7578,7578,58,28,0,1,2,0,0
19579,7579,7579,74,20,1,1,2,0,0
19580,7580,7580,76,22,1,1,2,0,0
19581,7581,7581,59,30,1,1,2,0,0
19582,7582,7582,58,26,1,1,2,0,0
19583,7583,7583,74,35,1,1,2,0,0
19584,7584,7584,62,22,1,1,2,0,0
19585,7585,7585,59,39,1,1,2,0,0
19586,7586,7586,76,30,0,1,2,0,0
19587,7587,7587,68,24,0,1,2,0,0
19588,7588,7588,54,35,1,1,2,0,0
19589,7589,7589,50,30,1,1,2,0,0
19590,7590,7590,60,34,0,1,2,0,0
19591,7591,7591,67,28,1,1,2,0,0
